project,date,drivers,samples,boards,maintainers,loc,numberOfCommits,numberOfCommitsPastMonth,numberOfUniqueContributorsPastMonth
FreeRTOS-Kernel,2023-12-31,,,,,337093,3355,35,9
FreeRTOS-Kernel,2024-01-31,,,,,337941,3394,39,19
FreeRTOS-Kernel,2024-02-29,,,,,341172,3417,23,11
FreeRTOS-Kernel,2024-03-31,,,,,344361,3429,12,7
FreeRTOS-Kernel,2024-04-30,,,,,344604,3454,25,12
FreeRTOS-Kernel,2024-05-31,,,,,344687,3468,14,11
FreeRTOS-Kernel,2024-06-30,,,,,345202,3483,15,11
FreeRTOS-Kernel,2024-07-31,,,,,345351,3487,4,5
FreeRTOS-Kernel,2024-08-31,,,,,346754,3504,17,12
FreeRTOS-Kernel,2024-09-30,,,,,346833,3516,12,8
FreeRTOS-Kernel,2024-10-31,,,,,342887,3525,9,9
FreeRTOS-Kernel,2024-11-30,,,,,342762,3541,16,14
FreeRTOS-Kernel,2024-12-31,,,,,342793,3551,10,9
FreeRTOS-Kernel,2025-01-31,,,,,346428,3565,14,10
FreeRTOS-Kernel,2025-02-28,,,,,346434,3576,11,9
FreeRTOS-Kernel,2025-03-31,,,,,346670,3584,8,7
FreeRTOS-Kernel,2025-04-30,,,,,346783,3588,4,5
FreeRTOS-Kernel,2025-05-31,,,,,346662,3591,3,4
FreeRTOS-Kernel,2025-06-30,,,,,346679,3595,4,5
FreeRTOS-Kernel,2025-07-31,,,,,346689,3601,6,4
FreeRTOS-Kernel,2025-08-31,,,,,346689,3607,6,6
FreeRTOS-Kernel,2024-09-06,,,,,346757,3506,16,11
FreeRTOS-Kernel,2025-08-06,,,,,346689,3603,8,6
FreeRTOS-Kernel,2025-09-06,,,,,346689,3607,4,5
Amazon FreeRTOS,2015-09-30,,,,,,,,
Amazon FreeRTOS,2015-10-31,,,,,,,,
Amazon FreeRTOS,2015-11-30,,,,,,,,
Amazon FreeRTOS,2015-12-31,,,,,,,,
Amazon FreeRTOS,2016-01-31,,,,,,,,
Amazon FreeRTOS,2016-02-29,,,,,,,,
Amazon FreeRTOS,2016-03-31,,,,,,,,
Amazon FreeRTOS,2016-04-30,,,,,,,,
Amazon FreeRTOS,2016-05-31,,,,,,,,
Amazon FreeRTOS,2016-06-30,,,,,,,,
Amazon FreeRTOS,2016-07-31,,,,,,,,
Amazon FreeRTOS,2016-08-31,,,,,,,,
Amazon FreeRTOS,2016-09-30,,,,,,,,
Amazon FreeRTOS,2016-10-31,,,,,,,,
Amazon FreeRTOS,2016-11-30,,,,,,,,
Amazon FreeRTOS,2016-12-31,,,,,,,,
Amazon FreeRTOS,2017-01-31,,,,,,,,
Amazon FreeRTOS,2017-02-28,,,,,,,,
Amazon FreeRTOS,2017-03-31,,,,,,,,
Amazon FreeRTOS,2017-04-30,,,,,,,,
Amazon FreeRTOS,2017-05-31,,,,,,,,
Amazon FreeRTOS,2017-06-30,,,,,,,,
Amazon FreeRTOS,2017-07-31,,,,,,,,
Amazon FreeRTOS,2017-08-31,,,,,,,,
Amazon FreeRTOS,2017-09-30,,,,,,,,
Amazon FreeRTOS,2017-10-31,,,,,,,,
Amazon FreeRTOS,2017-11-30,,,,,873422,2,2,3
Amazon FreeRTOS,2017-12-31,,,,,1275793,3,1,2
Amazon FreeRTOS,2018-01-31,,,,,1275793,3,0,1
Amazon FreeRTOS,2018-02-28,,,,,1278977,5,2,2
Amazon FreeRTOS,2018-03-31,,,,,1293162,7,2,2
Amazon FreeRTOS,2018-04-30,,,,,1293162,7,0,1
Amazon FreeRTOS,2018-05-31,,,,,1823021,11,4,3
Amazon FreeRTOS,2018-06-30,,,,,1836501,12,1,2
Amazon FreeRTOS,2018-07-31,,,,,1836501,12,0,1
Amazon FreeRTOS,2018-08-31,,,,,2050638,18,6,3
Amazon FreeRTOS,2018-09-30,,,,,2050638,18,0,1
Amazon FreeRTOS,2018-10-31,,,,,2376716,20,2,2
Amazon FreeRTOS,2018-11-30,,,,,2668590,43,23,12
Amazon FreeRTOS,2018-12-31,,,,,3292226,51,8,8
Amazon FreeRTOS,2019-01-31,,,,,3673156,72,21,10
Amazon FreeRTOS,2019-02-28,,,,,3878360,92,20,14
Amazon FreeRTOS,2019-03-31,,,,,3901486,116,24,13
Amazon FreeRTOS,2019-04-30,,,,,3904117,130,14,14
Amazon FreeRTOS,2019-05-31,,,,,4088178,145,15,27
Amazon FreeRTOS,2019-06-30,,,,,4884172,181,36,40
Amazon FreeRTOS,2019-07-31,,,,,4999437,256,75,37
Amazon FreeRTOS,2019-08-31,,,,,5246295,318,62,44
Amazon FreeRTOS,2019-09-30,,,,,5109704,389,71,29
Amazon FreeRTOS,2019-10-31,,,,,5144546,529,140,41
Amazon FreeRTOS,2019-11-30,,,,,5818377,573,44,24
Amazon FreeRTOS,2019-12-31,,,,,5829611,611,38,28
Amazon FreeRTOS,2020-01-31,,,,,5834679,644,33,14
Amazon FreeRTOS,2020-02-29,,,,,5842049,670,26,18
Amazon FreeRTOS,2020-03-31,,,,,3961606,715,45,30
Amazon FreeRTOS,2020-04-30,,,,,3869343,770,55,19
Amazon FreeRTOS,2020-05-31,,,,,3874923,819,49,18
Amazon FreeRTOS,2020-06-30,,,,,4395822,891,72,23
Amazon FreeRTOS,2020-07-31,,,,,5207880,935,44,25
Amazon FreeRTOS,2020-08-31,,,,,5210565,976,41,19
Amazon FreeRTOS,2020-09-30,,,,,5218482,1019,43,30
Amazon FreeRTOS,2020-10-31,,,,,5202154,1126,107,31
Amazon FreeRTOS,2020-11-30,,,,,5206444,1190,64,24
Amazon FreeRTOS,2020-12-31,,,,,4828964,1249,59,19
Amazon FreeRTOS,2021-01-31,,,,,4833201,1266,17,13
Amazon FreeRTOS,2021-02-28,,,,,4837209,1300,34,16
Amazon FreeRTOS,2021-03-31,,,,,4837403,1319,19,15
Amazon FreeRTOS,2021-04-30,,,,,4838854,1338,19,14
Amazon FreeRTOS,2021-05-31,,,,,4354434,1360,22,18
Amazon FreeRTOS,2021-06-30,,,,,4214514,1429,69,23
Amazon FreeRTOS,2021-07-31,,,,,4215010,1460,31,18
Amazon FreeRTOS,2021-08-31,,,,,4213556,1469,9,8
Amazon FreeRTOS,2021-09-30,,,,,4215683,1474,5,9
Amazon FreeRTOS,2021-10-31,,,,,4215770,1482,8,8
Amazon FreeRTOS,2021-11-30,,,,,4216265,1487,5,6
Amazon FreeRTOS,2021-12-31,,,,,4216632,1491,4,4
Amazon FreeRTOS,2022-01-31,,,,,4216499,1493,2,3
Amazon FreeRTOS,2022-02-28,,,,,4216499,1493,0,1
Amazon FreeRTOS,2022-03-31,,,,,4216548,1499,6,6
Amazon FreeRTOS,2022-04-30,,,,,4216548,1501,2,3
Amazon FreeRTOS,2022-05-31,,,,,4216588,1502,1,2
Amazon FreeRTOS,2022-06-30,,,,,4215015,1508,6,4
Amazon FreeRTOS,2022-07-31,,,,,4215034,1511,3,4
Amazon FreeRTOS,2022-08-31,,,,,4215037,1515,4,4
Amazon FreeRTOS,2022-09-30,,,,,4215037,1516,1,2
Amazon FreeRTOS,2022-10-31,,,,,4215037,1516,0,1
Amazon FreeRTOS,2022-11-30,,,,,4215062,1517,1,2
Amazon FreeRTOS,2022-12-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-01-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-02-28,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-03-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-04-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-05-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-06-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-07-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-08-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-09-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-10-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-11-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2023-12-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-01-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-02-29,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-03-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-04-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-05-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-06-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-07-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-08-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-09-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-10-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-11-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-12-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-01-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-02-28,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-03-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-04-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-05-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-06-30,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-07-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-08-31,,,,,4215062,1517,0,1
Amazon FreeRTOS,2024-09-06,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-08-06,,,,,4215062,1517,0,1
Amazon FreeRTOS,2025-09-06,,,,,4215062,1517,0,1
RTEMS,2015-09-30,,,0,,1739022,27853,42,8
RTEMS,2015-10-31,,,0,,1744619,27896,43,6
RTEMS,2015-11-30,,,0,,2201747,27937,41,9
RTEMS,2015-12-31,,,0,,2136731,27998,61,13
RTEMS,2016-01-31,,,0,,1989348,28125,127,7
RTEMS,2016-02-29,,,0,,1988681,28215,90,5
RTEMS,2016-03-31,,,0,,1991451,28605,390,7
RTEMS,2016-04-30,,,0,,1992766,28710,105,6
RTEMS,2016-05-31,,,0,,1990445,28918,208,6
RTEMS,2016-06-30,,,0,,1995443,29061,143,8
RTEMS,2016-07-31,,,0,,1999643,29145,84,9
RTEMS,2016-08-31,,,0,,1998020,29185,40,8
RTEMS,2016-09-30,,,0,,2006983,29261,76,7
RTEMS,2016-10-31,,,0,,2010628,29291,30,6
RTEMS,2016-11-30,,,0,,2019618,29437,146,8
RTEMS,2016-12-31,,,0,,2022043,29502,65,5
RTEMS,2017-01-31,,,0,,2010824,29594,92,9
RTEMS,2017-02-28,,,0,,2012286,29649,55,4
RTEMS,2017-03-31,,,0,,2016383,29765,116,9
RTEMS,2017-04-30,,,0,,2018017,29889,124,8
RTEMS,2017-05-31,,,0,,2027789,29980,91,9
RTEMS,2017-06-30,,,0,,2028947,30043,63,7
RTEMS,2017-07-31,,,0,,2032240,30132,89,7
RTEMS,2017-08-31,,,0,,2039187,30198,66,5
RTEMS,2017-09-30,,,0,,2041998,30283,85,6
RTEMS,2017-10-31,,,0,,2048769,30425,142,15
RTEMS,2017-11-30,,,0,,2049818,30552,127,9
RTEMS,2017-12-31,,,0,,2045336,30674,122,6
RTEMS,2018-01-31,,,0,,2045153,30765,91,5
RTEMS,2018-02-28,,,0,,2044868,30826,61,5
RTEMS,2018-03-31,,,0,,2040619,30948,122,10
RTEMS,2018-04-30,,,0,,1604316,31153,205,5
RTEMS,2018-05-31,,,0,,1603980,31207,54,6
RTEMS,2018-06-30,,,0,,1597363,31293,86,3
RTEMS,2018-07-31,,,0,,1601000,31427,134,34
RTEMS,2018-08-31,,,0,,1602359,31537,110,12
RTEMS,2018-09-30,,,0,,1601904,31592,55,7
RTEMS,2018-10-31,,,0,,1602522,31735,143,6
RTEMS,2018-11-30,,,0,,1604929,31893,158,15
RTEMS,2018-12-31,,,0,,1643637,32015,122,13
RTEMS,2019-01-31,,,0,,1649907,32059,44,7
RTEMS,2019-02-28,,,0,,1656806,32102,43,7
RTEMS,2019-03-31,,,0,,1662950,32187,85,6
RTEMS,2019-04-30,,,0,,1665089,32274,87,6
RTEMS,2019-05-31,,,0,,1671980,32419,145,6
RTEMS,2019-06-30,,,0,,1672525,32440,21,8
RTEMS,2019-07-31,,,0,,1674122,32456,16,5
RTEMS,2019-08-31,,,0,,1677963,32491,35,5
RTEMS,2019-09-30,,,0,,1678883,32501,10,6
RTEMS,2019-10-31,,,0,,1687782,32546,45,8
RTEMS,2019-11-30,,,0,,1691479,32609,63,5
RTEMS,2019-12-31,,,0,,1692461,32651,42,5
RTEMS,2020-01-31,,,0,,1692514,32669,18,8
RTEMS,2020-02-29,,,0,,1694541,32791,122,9
RTEMS,2020-03-31,,,0,,1694045,32859,68,13
