project,date,drivers,samples,boards,maintainers,loc,numberOfCommits,numberOfCommitsPastMonth,numberOfUniqueContributorsPastMonth
Zephyr,2023-11-30,174,440,490,108,3201481,84909,1645,254
Zephyr,2023-12-31,179,440,498,109,3286992,85996,1087,213
Zephyr,2024-01-31,186,451,508,116,3374717,87606,1610,270
Zephyr,2024-02-29,189,453,512,116,3412088,88473,867,214
Zephyr,2024-03-31,199,456,517,119,3476561,90155,1682,273
Zephyr,2024-04-30,204,457,525,120,3525896,91444,1289,270
Zephyr,2024-05-31,212,468,536,126,3604216,93295,1851,284
Zephyr,2024-06-30,220,480,564,127,3706002,95324,2029,331
Zephyr,2024-07-31,221,481,566,127,3720648,96248,924,209
Zephyr,2024-08-31,223,479,604,133,3834991,97938,1690,307
Zephyr,2024-09-30,225,486,618,133,3910721,99615,1677,284
Zephyr,2024-10-31,224,494,623,135,3994752,101574,1959,332
Zephyr,2024-11-30,228,502,638,136,4060839,103212,1638,301
Zephyr,2024-12-31,232,504,654,139,4140070,104747,1535,317
Zephyr,2025-01-31,238,511,675,143,4170593,106353,1606,333
Zephyr,2025-02-28,241,515,692,146,4231320,107876,1523,325
Zephyr,2025-03-31,246,520,712,148,4299750,109603,1727,338
Zephyr,2025-04-30,252,528,744,151,4394800,111314,1711,357
Zephyr,2025-05-31,263,538,763,158,4510662,113105,1791,363
Zephyr,2025-06-30,268,545,788,161,4629863,115289,2184,381
Zephyr,2025-07-31,273,552,797,167,4670994,116717,1428,322
Zephyr,2025-08-31,273,560,820,167,4777783,118324,1607,322
Zephyr,2024-09-06,223,484,608,133,3859765,98293,1708,321
Zephyr,2025-08-06,273,559,800,167,4698598,117047,1534,330
Zephyr,2025-09-06,274,562,825,167,4801620,118761,1714,332
Arm Mbed OS,2015-09-30,,,,,2724254,1617,43,32
Arm Mbed OS,2015-10-31,,,,,2755143,1643,26,15
Arm Mbed OS,2015-11-30,,,,,2903204,1680,37,28
Arm Mbed OS,2015-12-31,,,,,2903613,1697,17,13
Arm Mbed OS,2016-01-31,,,,,2969661,1725,28,18
Arm Mbed OS,2016-02-29,,,,,2783960,1771,46,22
Arm Mbed OS,2016-03-31,,,,,2743242,1817,46,21
Arm Mbed OS,2016-04-30,,,,,2839294,1858,41,23
Arm Mbed OS,2016-05-31,,,,,2726191,1913,55,28
Arm Mbed OS,2016-06-30,,,,,2906415,2073,160,45
Arm Mbed OS,2016-07-31,,,,,3652306,2208,135,48
Arm Mbed OS,2016-08-31,,,,,3908285,2320,112,47
Arm Mbed OS,2016-09-30,,,,,3974858,2499,179,53
Arm Mbed OS,2016-10-31,,,,,4655399,2643,144,47
Arm Mbed OS,2016-11-30,,,,,4847748,2749,106,46
Arm Mbed OS,2016-12-31,,,,,4891532,2836,87,32
Arm Mbed OS,2017-01-31,,,,,5037715,2902,66,34
Arm Mbed OS,2017-02-28,,,,,4973483,2988,86,35
Arm Mbed OS,2017-03-31,,,,,5323122,3063,75,39
Arm Mbed OS,2017-04-30,,,,,5343654,3135,72,28
Arm Mbed OS,2017-05-31,,,,,5553038,3220,85,39
Arm Mbed OS,2017-06-30,,,,,5637941,3358,138,57
Arm Mbed OS,2017-07-31,,,,,5717115,3453,95,36
Arm Mbed OS,2017-08-31,,,,,5842580,3511,58,38
Arm Mbed OS,2017-09-30,,,,,5868609,3615,104,36
Arm Mbed OS,2017-10-31,,,,,5874148,3699,84,28
Arm Mbed OS,2017-11-30,,,,,6220518,3794,95,43
Arm Mbed OS,2017-12-31,,,,,6208408,3872,78,41
Arm Mbed OS,2018-01-31,,,,,6313603,3981,109,49
Arm Mbed OS,2018-02-28,,,,,6485469,4109,128,64
Arm Mbed OS,2018-03-31,,,,,6555062,4227,118,60
Arm Mbed OS,2018-04-30,,,,,6820844,4342,115,51
Arm Mbed OS,2018-05-31,,,,,6736573,4476,134,69
Arm Mbed OS,2018-06-30,,,,,6754985,4643,167,59
Arm Mbed OS,2018-07-31,,,,,7169930,4749,106,45
Arm Mbed OS,2018-08-31,,,,,7238618,4902,153,69
Arm Mbed OS,2018-09-30,,,,,7295684,5037,135,62
Arm Mbed OS,2018-10-31,,,,,7405039,5245,208,83
Arm Mbed OS,2018-11-30,,,,,7623896,5348,103,81
Arm Mbed OS,2018-12-31,,,,,7706141,5500,152,73
Arm Mbed OS,2019-01-31,,,,,8132271,5702,202,78
Arm Mbed OS,2019-02-28,,,,,8549280,5887,185,81
Arm Mbed OS,2019-03-31,,,,,9317060,6089,202,81
Arm Mbed OS,2019-04-30,,,,,9554532,6227,138,58
Arm Mbed OS,2019-05-31,,,,,9554809,6325,98,66
Arm Mbed OS,2019-06-30,,,,,9580658,6424,99,41
Arm Mbed OS,2019-07-31,,,,,9754312,6532,108,41
Arm Mbed OS,2019-08-31,,,,,10066346,6678,146,74
Arm Mbed OS,2019-09-30,,,,,10118677,6802,124,52
Arm Mbed OS,2019-10-31,,,,,10392103,6932,130,60
Arm Mbed OS,2019-11-30,,,,,10398012,7057,125,55
Arm Mbed OS,2019-12-31,,,,,10262923,7159,102,42
Arm Mbed OS,2020-01-31,,,,,10702715,7289,130,51
Arm Mbed OS,2020-02-29,,,,,10759032,7413,124,43
Arm Mbed OS,2020-03-31,,,,,10769491,7516,103,38
Arm Mbed OS,2020-04-30,,,,,9475102,7622,106,44
Arm Mbed OS,2020-05-31,,,,,9412353,7681,59,25
Arm Mbed OS,2020-06-30,,,,,10299449,7768,87,31
Arm Mbed OS,2020-07-31,,,,,10389768,7838,70,26
Arm Mbed OS,2020-08-31,,,,,10562670,7891,53,33
Arm Mbed OS,2020-09-30,,,,,10733237,7961,70,41
Arm Mbed OS,2020-10-31,,,,,11289812,8008,47,22
Arm Mbed OS,2020-11-30,,,,,11233502,8083,75,31
Arm Mbed OS,2020-12-31,,,,,11173812,8143,60,30
Arm Mbed OS,2021-01-31,,,,,11333679,8213,70,23
Arm Mbed OS,2021-02-28,,,,,11577070,8294,81,25
Arm Mbed OS,2021-03-31,,,,,11679864,8373,79,27
Arm Mbed OS,2021-04-30,,,,,11769985,8427,54,25
Arm Mbed OS,2021-05-31,,,,,11967931,8488,61,35
Arm Mbed OS,2021-06-30,,,,,12076364,8553,65,27
Arm Mbed OS,2021-07-31,,,,,12251045,8629,76,29
Arm Mbed OS,2021-08-31,,,,,12255089,8661,32,24
Arm Mbed OS,2021-09-30,,,,,12645178,8704,43,23
Arm Mbed OS,2021-10-31,,,,,12692705,8729,25,14
Arm Mbed OS,2021-11-30,,,,,12697098,8741,12,9
Arm Mbed OS,2021-12-31,,,,,12698072,8750,9,6
Arm Mbed OS,2022-01-31,,,,,12729349,8760,10,11
Arm Mbed OS,2022-02-28,,,,,12737519,8773,13,9
Arm Mbed OS,2022-03-31,,,,,12737545,8778,5,5
Arm Mbed OS,2022-04-30,,,,,12776982,8787,9,8
Arm Mbed OS,2022-05-31,,,,,12777824,8794,7,8
Arm Mbed OS,2022-06-30,,,,,12778119,8802,8,8
Arm Mbed OS,2022-07-31,,,,,12778120,8803,1,3
Arm Mbed OS,2022-08-31,,,,,12778367,8810,7,7
Arm Mbed OS,2022-09-30,,,,,12819578,8813,3,4
Arm Mbed OS,2022-10-31,,,,,12819814,8815,2,4
Arm Mbed OS,2022-11-30,,,,,12963082,8819,4,4
Arm Mbed OS,2022-12-31,,,,,13002122,8822,3,4
Arm Mbed OS,2023-01-31,,,,,13005041,8833,11,8
Arm Mbed OS,2023-02-28,,,,,13005072,8837,4,5
Arm Mbed OS,2023-03-31,,,,,13005080,8839,2,6
Arm Mbed OS,2023-04-30,,,,,13007449,8850,11,8
Arm Mbed OS,2023-05-31,,,,,13199104,8860,10,10
Arm Mbed OS,2023-06-30,,,,,13199130,8865,5,5
Arm Mbed OS,2023-07-31,,,,,13199135,8867,2,3
Arm Mbed OS,2023-08-31,,,,,13212984,8872,5,5
Arm Mbed OS,2023-09-30,,,,,13212992,8874,2,4
Arm Mbed OS,2023-10-31,,,,,13213396,8877,3,5
Arm Mbed OS,2023-11-30,,,,,13213403,8880,3,4
Arm Mbed OS,2023-12-31,,,,,13213483,8884,4,5
Arm Mbed OS,2024-01-31,,,,,13213483,8884,0,1
Arm Mbed OS,2024-02-29,,,,,13213483,8884,0,1
Arm Mbed OS,2024-03-31,,,,,13213483,8884,0,1
Arm Mbed OS,2024-04-30,,,,,13213658,8889,5,4
Arm Mbed OS,2024-05-31,,,,,13213678,8893,4,3
Arm Mbed OS,2024-06-30,,,,,13213354,8898,5,2
Arm Mbed OS,2024-07-31,,,,,13213354,8898,0,1
Arm Mbed OS,2024-08-31,,,,,13213364,8899,1,3
Arm Mbed OS,2024-09-30,,,,,13213364,8899,0,1
Arm Mbed OS,2024-10-31,,,,,13213369,8901,2,2
Arm Mbed OS,2024-11-30,,,,,13213369,8901,0,1
Arm Mbed OS,2024-12-31,,,,,13213369,8901,0,1
Arm Mbed OS,2025-01-31,,,,,13213369,8901,0,1
Arm Mbed OS,2025-02-28,,,,,13213369,8901,0,1
Arm Mbed OS,2025-03-31,,,,,13213369,8901,0,1
Arm Mbed OS,2025-04-30,,,,,13213369,8901,0,1
Arm Mbed OS,2025-05-31,,,,,13213369,8901,0,1
Arm Mbed OS,2025-06-30,,,,,13213369,8901,0,1
Arm Mbed OS,2025-07-31,,,,,13213369,8901,0,1
Arm Mbed OS,2025-08-31,,,,,13213369,8901,0,1
Arm Mbed OS,2024-09-06,,,,,13213364,8899,1,3
Arm Mbed OS,2025-08-06,,,,,13213369,8901,0,1
Arm Mbed OS,2025-09-06,,,,,13213369,8901,0,1
RT-Thread,2015-09-30,,,54,,6082141,2885,6,6
RT-Thread,2015-10-31,,,54,,6081789,2886,1,6
RT-Thread,2015-11-30,,,55,,6121713,2895,9,9
RT-Thread,2015-12-31,,,55,,6121771,2898,3,3
RT-Thread,2016-01-31,,,56,,6433675,2903,5,5
RT-Thread,2016-02-29,,,56,,6496891,2910,7,3
RT-Thread,2016-03-31,,,56,,6496936,2918,8,5
RT-Thread,2016-04-30,,,58,,6526470,2942,24,6
RT-Thread,2016-05-31,,,58,,6462151,2963,21,4
RT-Thread,2016-06-30,,,58,,6462249,2972,9,6
RT-Thread,2016-07-31,,,58,,6462603,2976,4,4
RT-Thread,2016-08-31,,,59,,6552930,2983,7,8
RT-Thread,2016-09-30,,,60,,6631576,2989,6,6
RT-Thread,2016-10-31,,,60,,6634417,2993,4,3
RT-Thread,2016-11-30,,,60,,6634536,2999,6,4
RT-Thread,2016-12-31,,,61,,6690318,3001,2,4
RT-Thread,2017-01-31,,,61,,6713889,3022,21,5
RT-Thread,2017-02-28,,,61,,6884812,3028,6,5
RT-Thread,2017-03-31,,,61,,7004591,3036,8,8
RT-Thread,2017-04-30,,,62,,7267004,3050,14,9
RT-Thread,2017-05-31,,,62,,7601211,3062,12,10
RT-Thread,2017-06-30,,,62,,7603780,3081,19,5
RT-Thread,2017-07-31,,,62,,7603780,3081,0,1
RT-Thread,2017-08-31,,,62,,7603780,3081,0,1
RT-Thread,2017-09-30,,,72,,9095996,3085,4,16
RT-Thread,2017-10-31,,,76,,9710770,3172,87,14
RT-Thread,2017-11-30,,,78,,10021078,3323,151,19
RT-Thread,2017-12-31,,,80,,10391031,3421,98,20
RT-Thread,2018-01-31,,,80,,10398986,3454,33,15
RT-Thread,2018-02-28,,,81,,10403306,3484,30,17
RT-Thread,2018-03-31,,,83,,10939760,3555,71,28
RT-Thread,2018-04-30,,,83,,10942119,3606,51,14
RT-Thread,2018-05-31,,,82,,11444548,3703,97,25
RT-Thread,2018-06-30,,,84,,11477124,3760,57,28
RT-Thread,2018-07-31,,,85,,11466252,3807,47,20
RT-Thread,2018-08-31,,,87,,11474992,3864,57,22
RT-Thread,2018-09-30,,,87,,11737452,3943,79,28
RT-Thread,2018-10-31,,,88,,11677690,3997,54,24
RT-Thread,2018-11-30,,,90,,12034541,4057,60,28
RT-Thread,2018-12-31,,,112,,14806395,4134,77,33
RT-Thread,2019-01-31,,,120,,14630647,4214,80,36
RT-Thread,2019-02-28,,,124,,14707061,4250,36,22
RT-Thread,2019-03-31,,,127,,13559795,4326,76,38
RT-Thread,2019-04-30,,,132,,13680460,4407,81,35
RT-Thread,2019-05-31,,,130,,12430393,4477,70,30
RT-Thread,2019-06-30,,,136,,12348270,4523,46,25
RT-Thread,2019-07-31,,,140,,12814625,4576,53,23
RT-Thread,2019-08-31,,,140,,12825905,4627,51,22
RT-Thread,2019-09-30,,,142,,13001868,4681,54,27
RT-Thread,2019-10-31,,,147,,13517514,4708,27,20
RT-Thread,2019-11-30,,,148,,13525643,4740,32,21
RT-Thread,2019-12-31,,,150,,13530939,4769,29,18
RT-Thread,2020-01-31,,,154,,13733433,4799,30,20
RT-Thread,2020-02-29,,,155,,13738721,4842,43,18
RT-Thread,2020-03-31,,,160,,14281362,4885,43,29
RT-Thread,2020-04-30,,,167,,14334637,4922,37,23
RT-Thread,2020-05-31,,,173,,14355477,4963,41,24
RT-Thread,2020-06-30,,,174,,15336976,5003,40,24
RT-Thread,2020-07-31,,,179,,15666034,5033,30,20
RT-Thread,2020-08-31,,,177,,15416178,5067,34,20
RT-Thread,2020-09-30,,,178,,15430287,5108,41,24
RT-Thread,2020-10-31,,,182,,15731327,5142,34,16
RT-Thread,2020-11-30,,,182,,15378165,5199,57,26
RT-Thread,2020-12-31,,,186,,15641964,5290,91,35
RT-Thread,2021-01-31,,,189,,16058205,5331,41,25
RT-Thread,2021-02-28,,,191,,16141876,5400,69,25
RT-Thread,2021-03-31,,,188,,16060501,5519,119,32
RT-Thread,2021-04-30,,,187,,15109504,5577,58,27
RT-Thread,2021-05-31,,,190,,15276287,5631,54,27
RT-Thread,2021-06-30,,,191,,15421162,5685,54,28
RT-Thread,2021-07-31,,,193,,15461454,5727,42,30
RT-Thread,2021-08-31,,,200,,16009713,5783,56,40
RT-Thread,2021-09-30,,,216,,17563469,5863,80,46
RT-Thread,2021-10-31,,,217,,17726953,5963,100,35
RT-Thread,2021-11-30,,,220,,18581147,6007,44,27
RT-Thread,2021-12-31,,,224,,18594515,6134,127,41
RT-Thread,2022-01-31,,,233,,18826055,6237,103,40
RT-Thread,2022-02-28,,,233,,18808163,6264,27,16
RT-Thread,2022-03-31,,,239,,19399112,6335,71,37
RT-Thread,2022-04-30,,,248,,20360906,6462,127,40
RT-Thread,2022-05-31,,,256,,22502610,6558,96,32
RT-Thread,2022-06-30,,,262,,22172154,6634,76,36
RT-Thread,2022-07-31,,,266,,23165846,6710,76,33
RT-Thread,2022-08-31,,,268,,23315344,6825,115,45
RT-Thread,2022-09-30,,,276,,24016924,6917,92,40
RT-Thread,2022-10-31,,,287,,24261492,6989,72,38
RT-Thread,2022-11-30,,,289,,24629324,7046,57,27
RT-Thread,2022-12-31,,,299,,25694098,7143,97,39
RT-Thread,2023-01-31,,,310,,26195218,7228,85,32
RT-Thread,2023-02-28,,,315,,26356753,7322,94,30
RT-Thread,2023-03-31,,,323,,26372991,7440,118,43
RT-Thread,2023-04-30,,,328,,26822583,7611,171,99
RT-Thread,2023-05-31,,,333,,27377104,7721,110,59
RT-Thread,2023-06-30,,,336,,27633556,7840,119,47
RT-Thread,2023-07-31,,,339,,27830361,7932,92,35
RT-Thread,2023-08-31,,,341,,28150198,7997,65,36
RT-Thread,2023-09-30,,,341,,28187886,8058,61,27
RT-Thread,2023-10-31,,,343,,28682357,8162,104,42
RT-Thread,2023-11-30,,,339,,28386085,8236,74,37
RT-Thread,2023-12-31,,,342,,28519812,8342,106,33
RT-Thread,2024-01-31,,,344,,28563313,8397,55,24
RT-Thread,2024-02-29,,,347,,29166498,8446,49,21
RT-Thread,2024-03-31,,,348,,29305780,8564,118,42
RT-Thread,2024-04-30,,,357,,30345395,8710,146,45
RT-Thread,2024-05-31,,,359,,28647283,8813,103,39
RT-Thread,2024-06-30,,,364,,29423461,8894,81,33
RT-Thread,2024-07-31,,,365,,29549838,8984,90,31
RT-Thread,2024-08-31,,,368,,30089529,9076,92,37
RT-Thread,2024-09-30,,,371,,30237032,9209,133,31
RT-Thread,2024-10-31,,,371,,30348189,9273,64,26
RT-Thread,2024-11-30,,,374,,30469212,9397,124,29
RT-Thread,2024-12-31,,,375,,30481470,9481,84,26
RT-Thread,2025-01-31,,,376,,30489108,9557,76,34
RT-Thread,2025-02-28,,,379,,30648389,9635,78,27
RT-Thread,2025-03-31,,,383,,29499600,9716,81,37
RT-Thread,2025-04-30,,,385,,23713293,9781,65,24
RT-Thread,2025-05-31,,,380,,14357261,9852,71,31
RT-Thread,2025-06-30,,,391,,13072557,9901,49,30
RT-Thread,2025-07-31,,,394,,12758893,9977,76,41
RT-Thread,2025-08-31,,,397,,12874322,10041,64,34
RT-Thread,2024-09-06,,,370,,30146434,9110,119,40
RT-Thread,2025-08-06,,,395,,12761775,9990,82,40
RT-Thread,2025-09-06,,,399,,12880929,10059,69,32
